ID,Case_Number,Date,Block,IUCR,Primary_Type,Description,Location_Description,Arrest,Domestic,Beat,District,Ward,Community_Area,FBI_Code,X_Coordinate,Y_Coordinate,Year,Updated_On,Latitude,Longitude,Location
6000338,HP108574,01/05/2008 10:40:00 PM,064XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,312,3,20,69,14,1180026,1862452,2008,02/28/2018 03:56:25 PM,41.777838294,-87.615566126,"(41.777838294, -87.615566126)"
6000339,HP107335,01/04/2008 09:00:00 PM,074XX N ORIOLE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1611,16,41,9,7,1124738,1948744,2008,02/28/2018 03:56:25 PM,42.015723696,-87.816350962,"(42.015723696, -87.816350962)"
6000340,HP105234,01/04/2008 12:20:00 AM,015XX N HALSTED ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,SIDEWALK,false,false,1822,18,27,8,7,1170733,1910300,2008,02/28/2018 03:56:25 PM,41.909345173,-87.648235083,"(41.909345173, -87.648235083)"
6000341,HP106981,01/05/2008 12:07:00 AM,027XX W POLK ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,1135,11,2,27,26,1158226,1896257,2008,02/28/2018 03:56:25 PM,41.871074849,-87.694564277,"(41.871074849, -87.694564277)"
6000342,HP108443,01/05/2008 09:00:00 PM,013XX W 109TH PL,2027,NARCOTICS,POSS: CRACK,RESIDENCE PORCH/HALLWAY,true,false,2234,22,34,75,18,1169302,1832151,2008,02/28/2018 03:56:25 PM,41.694926943,-87.655755013,"(41.694926943, -87.655755013)"
6000344,HP108704,01/05/2008 11:30:00 PM,028XX N LEAVITT ST,460,BATTERY,SIMPLE,CHA APARTMENT,true,false,1913,19,1,5,08B,1161686,1918760,2008,02/28/2018 03:56:25 PM,41.932753467,-87.681233348,"(41.932753467, -87.681233348)"
6000345,HP108382,01/05/2008 08:12:48 PM,081XX S COLES AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,false,false,422,4,7,46,04B,1198234,1851609,2008,02/28/2018 03:56:25 PM,41.747647972,-87.549178861,"(41.747647972, -87.549178861)"
6000347,HP108047,01/05/2008 04:41:00 PM,071XX S LUELLA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,333,3,5,43,14,1192456,1857948,2008,02/28/2018 03:56:25 PM,41.765185248,-87.570144721,"(41.765185248, -87.570144721)"
6000348,HP108550,01/05/2008 07:30:00 PM,012XX S TROY ST,460,BATTERY,SIMPLE,STREET,false,false,1022,10,24,29,08B,1155557,1894204,2008,02/28/2018 03:56:25 PM,41.865495283,-87.704418406,"(41.865495283, -87.704418406)"
6000350,HP107096,01/05/2008 02:00:00 AM,044XX W THOMAS ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1111,11,37,23,08B,1146631,1906960,2008,02/28/2018 03:56:25 PM,41.900673986,-87.736860963,"(41.900673986, -87.736860963)"
6000351,HP107815,01/05/2008 02:15:00 PM,062XX W HIGGINS AVE,820,THEFT,$500 AND UNDER,DRUG STORE,false,false,1622,16,45,11,6,1133803,1933896,2008,02/28/2018 03:56:25 PM,41.974824456,-87.783344986,"(41.974824456, -87.783344986)"
6000352,HP107351,01/05/2008 09:40:00 AM,015XX W SCHOOL ST,560,ASSAULT,SIMPLE,ALLEY,false,false,1924,19,44,6,08A,1165521,1921996,2008,02/28/2018 03:56:25 PM,41.941552315,-87.667047718,"(41.941552315, -87.667047718)"
6000353,HP100439,01/01/2008 05:00:00 AM,002XX E HURON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING/GROUNDS,false,true,1834,18,42,8,08B,1178046,1905133,2008,02/28/2018 03:56:25 PM,41.895003278,-87.62152816,"(41.895003278, -87.62152816)"
6000354,HP105574,01/04/2008 09:00:00 AM,006XX N SPRINGFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1122,11,27,23,08B,1150274,1904006,2008,02/28/2018 03:56:25 PM,41.892497624,-87.72355701,"(41.892497624, -87.72355701)"
6000355,HP108631,01/05/2008 11:32:28 PM,077XX S OGLESBY AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,false,false,414,4,7,43,04B,1193213,1854022,2008,02/28/2018 03:56:25 PM,41.754393534,-87.567498248,"(41.754393534, -87.567498248)"
6000358,HP108120,01/05/2008 05:00:00 PM,072XX S PHILLIPS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,334,3,7,43,14,1193779,1857336,2008,02/28/2018 03:56:25 PM,41.763473561,-87.565315651,"(41.763473561, -87.565315651)"
6000360,HP105833,01/04/2008 12:25:00 PM,038XX W ADAMS ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1122,11,28,26,08B,1150761,1898736,2008,02/28/2018 03:56:25 PM,41.87802667,-87.721906346,"(41.87802667, -87.721906346)"
6000361,HP108741,01/06/2008 12:51:47 AM,086XX S MARQUETTE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,423,4,7,46,08B,1195654,1848260,2008,02/28/2018 03:56:25 PM,41.738522179,-87.558743017,"(41.738522179, -87.558743017)"
6000362,HP106784,01/04/2008 09:30:00 PM,008XX N HARDING AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1112,11,27,23,08B,1149901,1905410,2008,02/28/2018 03:56:25 PM,41.896357611,-87.724890331,"(41.896357611, -87.724890331)"
6000363,HP106068,12/13/2007 12:00:00 PM,011XX N AUSTIN BLVD,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1511,15,29,25,6,1136161,1906906,2007,02/28/2018 03:56:25 PM,41.900719122,-87.775319769,"(41.900719122, -87.775319769)"
6000365,HP100162,01/01/2008 12:55:00 AM,005XX N MICHIGAN AVE,460,BATTERY,SIMPLE,HOTEL/MOTEL,false,false,1834,18,42,8,08B,1177347,1903741,2008,02/28/2018 03:56:25 PM,41.891199446,-87.624137626,"(41.891199446, -87.624137626)"
6000366,HP108418,01/05/2008 08:45:00 PM,061XX S COTTAGE GROVE AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),true,false,313,3,20,42,26,1182618,1864560,2008,02/28/2018 03:56:25 PM,41.783563079,-87.605998527,"(41.783563079, -87.605998527)"
6000367,HP105567,01/03/2008 06:00:00 PM,040XX W WILCOX ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,1115,11,28,26,14,1149441,1899029,2008,02/28/2018 03:56:25 PM,41.878856397,-87.726745508,"(41.878856397, -87.726745508)"
6000368,HP108067,01/05/2008 03:20:00 PM,053XX N MEADE AVE,810,THEFT,OVER $500,STREET,false,false,1622,16,45,11,6,1134453,1935074,2008,02/28/2018 03:56:25 PM,41.97804552,-87.780926752,"(41.97804552, -87.780926752)"
6000369,HP107970,01/05/2008 04:30:00 AM,002XX W HURON ST,820,THEFT,$500 AND UNDER,STREET,false,false,1831,18,42,8,6,1174482,1905024,2008,02/28/2018 03:56:25 PM,41.894784566,-87.634620905,"(41.894784566, -87.634620905)"
6000372,HP106392,01/04/2008 05:50:00 PM,024XX S KILDARE AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,1013,10,22,30,26,1148335,1887236,2008,02/28/2018 03:56:25 PM,41.846516342,-87.731110312,"(41.846516342, -87.731110312)"
6000373,HP105952,01/04/2008 01:15:00 PM,029XX W HARRISON ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,true,true,1135,11,2,27,26,1156794,1897225,2008,02/28/2018 03:56:25 PM,41.873760261,-87.699795456,"(41.873760261, -87.699795456)"
6000376,HP107035,01/05/2008 01:07:35 AM,074XX S MAY ST,890,THEFT,FROM BUILDING,RESIDENCE,false,false,733,7,17,68,6,1169938,1855585,2008,02/28/2018 03:56:25 PM,41.759219493,-87.652748053,"(41.759219493, -87.652748053)"
6000377,HP106827,01/04/2008 10:03:54 PM,008XX N LOREL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,1524,15,37,25,15,1140523,1904988,2008,02/28/2018 03:56:25 PM,41.895376927,-87.759344765,"(41.895376927, -87.759344765)"
6000379,HP107056,01/05/2008 01:10:07 AM,059XX S BISHOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,713,7,16,67,14,1167681,1865351,2008,02/28/2018 03:56:25 PM,41.786067348,-87.660739961,"(41.786067348, -87.660739961)"
6000380,HP103497,01/03/2008 01:30:00 AM,051XX S ROCKWELL ST,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,false,false,911,9,14,63,3,1159905,1870593,2008,02/28/2018 03:56:25 PM,41.800615481,-87.689106709,"(41.800615481, -87.689106709)"
6000381,HN774657,12/23/2007 02:05:00 PM,095XX S STATE ST,880,THEFT,PURSE-SNATCHING,STREET,false,false,511,5,21,49,6,1177973,1841788,2007,02/28/2018 03:56:25 PM,41.721180629,-87.623717187,"(41.721180629, -87.623717187)"
6000382,HP107061,01/05/2008 01:44:49 AM,056XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,712,7,16,68,14,1170607,1867421,2008,02/28/2018 03:56:25 PM,41.791684353,-87.64995149,"(41.791684353, -87.64995149)"
6000383,HP107790,01/05/2008 02:15:00 PM,004XX S CLARK ST,1330,CRIMINAL TRESPASS,TO LAND,HOTEL/MOTEL,false,false,131,1,2,32,26,1175595,1898332,2008,02/28/2018 03:56:25 PM,41.876396396,-87.630734438,"(41.876396396, -87.630734438)"
6000384,HP107088,01/05/2008 02:38:48 AM,069XX S MORGAN ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,true,false,733,7,17,68,04B,1170840,1858905,2008,02/28/2018 03:56:25 PM,41.76831036,-87.649345507,"(41.76831036, -87.649345507)"
6000385,HP107670,01/05/2008 12:42:00 PM,004XX W 28TH PL,650,BURGLARY,HOME INVASION,RESIDENCE,false,false,923,9,11,60,5,1173404,1886031,2008,02/28/2018 03:56:25 PM,41.84269048,-87.639144164,"(41.84269048, -87.639144164)"
6000387,HP107104,01/05/2008 02:23:14 AM,065XX S EMERALD AVE,460,BATTERY,SIMPLE,SIDEWALK,false,false,723,7,20,68,08B,1172371,1861354,2008,02/28/2018 03:56:25 PM,41.774997159,-87.643661686,"(41.774997159, -87.643661686)"
6000389,HP107210,01/05/2008 05:04:13 AM,055XX S HALSTED ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,711,7,3,68,3,1171914,1868100,2008,02/28/2018 03:56:25 PM,41.793518994,-87.645139047,"(41.793518994, -87.645139047)"
6000390,HP104245,01/03/2008 02:30:00 PM,012XX S RUBLE ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,131,1,2,28,26,1171987,1894794,2008,02/28/2018 03:56:25 PM,41.866768156,-87.644086012,"(41.866768156, -87.644086012)"
6000391,HP108808,01/06/2008 01:56:00 AM,048XX S HOYNE AVE,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,true,false,915,9,12,61,18,1163175,1872655,2008,02/28/2018 03:56:25 PM,41.806205981,-87.677056775,"(41.806205981, -87.677056775)"
6000392,HN779156,12/26/2007 07:00:00 PM,0000X W 109TH ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,OTHER,true,false,513,5,34,49,26,1177897,1832690,2007,02/28/2018 03:56:25 PM,41.696216186,-87.62426996,"(41.696216186, -87.62426996)"
6000393,HP107222,01/05/2008 05:23:42 AM,066XX S ABERDEEN ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,724,7,17,68,04B,1170124,1860821,2008,02/28/2018 03:56:25 PM,41.773583696,-87.651914344,"(41.773583696, -87.651914344)"
6000394,HP107276,01/05/2008 08:11:53 AM,071XX S ASHLAND AVE,560,ASSAULT,SIMPLE,STREET,false,false,735,7,17,67,08A,1166911,1857552,2008,02/28/2018 03:56:25 PM,41.764682386,-87.663785792,"(41.764682386, -87.663785792)"
6000396,HP108263,01/05/2008 06:40:00 PM,071XX S DR MARTIN LUTHER KING JR DR,860,THEFT,RETAIL THEFT,GAS STATION,false,false,323,3,6,69,6,1180149,1857867,2008,02/28/2018 03:56:25 PM,41.765253769,-87.615255549,"(41.765253769, -87.615255549)"
6000397,HP105920,01/04/2008 01:10:00 PM,036XX W HURON ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,1112,11,27,23,26,1151777,1904421,2008,02/28/2018 03:56:25 PM,41.893606982,-87.718026137,"(41.893606982, -87.718026137)"
6000398,HN786953,12/31/2007 07:14:32 PM,005XX E 40TH ST,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,true,false,213,2,3,38,7,1180364,1878253,2007,02/28/2018 03:56:25 PM,41.821189877,-87.613842159,"(41.821189877, -87.613842159)"
6000399,HP100112,01/01/2008 01:25:00 AM,021XX N HALSTED ST,460,BATTERY,SIMPLE,SIDEWALK,false,false,1812,18,43,7,08B,1170600,1914481,2008,02/28/2018 03:56:25 PM,41.920820971,-87.648601037,"(41.920820971, -87.648601037)"
6000400,HP105628,01/04/2008 10:10:00 AM,013XX N CLARK ST,560,ASSAULT,SIMPLE,CTA BUS,false,false,1824,18,42,8,08A,1175285,1909427,2008,02/28/2018 03:56:25 PM,41.906848634,-87.631539453,"(41.906848634, -87.631539453)"
6000401,HP105972,01/04/2008 11:00:00 AM,044XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1113,11,28,26,14,1146841,1898318,2008,02/28/2018 03:56:25 PM,41.876955358,-87.736310466,"(41.876955358, -87.736310466)"
6000402,HP107451,01/01/2008 12:00:00 AM,114XX S THROOP ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,2234,22,34,75,11,1169719,1828722,2008,02/28/2018 03:56:25 PM,41.685508193,-87.654327208,"(41.685508193, -87.654327208)"
6000403,HP108555,01/05/2008 05:00:00 PM,051XX N MOODY AVE,810,THEFT,OVER $500,STREET,false,false,1622,16,45,11,6,1134212,1933560,2008,02/28/2018 03:56:25 PM,41.973895226,-87.781848891,"(41.973895226, -87.781848891)"
6000406,HP106965,01/04/2008 11:54:31 PM,050XX W THOMAS ST,460,BATTERY,SIMPLE,SIDEWALK,true,false,1531,15,37,25,08B,1142643,1906855,2008,02/28/2018 03:56:25 PM,41.900461007,-87.751511917,"(41.900461007, -87.751511917)"
6000408,HP106553,01/04/2008 06:50:00 PM,017XX N MARCEY ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1811,18,32,7,6,1168889,1911829,2008,02/28/2018 03:56:25 PM,41.913581053,-87.654964655,"(41.913581053, -87.654964655)"
6000409,HP105124,01/03/2008 10:25:00 PM,039XX W CHICAGO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,true,false,1112,11,27,23,14,1149794,1905051,2008,02/28/2018 03:56:25 PM,41.89537456,-87.72529267,"(41.89537456, -87.72529267)"
6000412,HP100327,01/01/2008 02:00:00 AM,002XX E CHESTNUT ST,460,BATTERY,SIMPLE,STREET,false,false,1833,18,42,8,08B,1178059,1906381,2008,02/28/2018 03:56:25 PM,41.898427551,-87.621442383,"(41.898427551, -87.621442383)"
6000414,HP105984,01/04/2008 01:30:00 PM,013XX S SPRINGFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1011,10,24,29,14,1150594,1893465,2008,02/28/2018 03:56:25 PM,41.863565708,-87.722657223,"(41.863565708, -87.722657223)"
6000416,HP106490,01/04/2008 02:00:00 PM,035XX W GRENSHAW ST,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,SIDEWALK,false,false,1133,11,24,29,26,1152998,1894831,2008,02/28/2018 03:56:25 PM,41.867266901,-87.71379605,"(41.867266901, -87.71379605)"
6000417,HP108601,01/02/2008 11:00:00 PM,072XX S SOUTH SHORE DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,334,3,7,43,08B,1194878,1857803,2008,02/28/2018 03:56:25 PM,41.764728045,-87.561272312,"(41.764728045, -87.561272312)"
6000418,HP107899,01/05/2008 08:00:00 AM,024XX N LOREL AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE PORCH/HALLWAY,false,false,2515,25,31,19,5,1140310,1915723,2008,02/28/2018 03:56:25 PM,41.924838896,-87.759863467,"(41.924838896, -87.759863467)"
6000419,HP108029,01/05/2008 03:31:36 PM,017XX E 92ND PL,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,false,false,413,4,8,48,11,1189478,1843990,2008,02/28/2018 03:56:25 PM,41.726955185,-87.581506806,"(41.726955185, -87.581506806)"
6000422,HP100898,01/01/2008 12:54:31 PM,087XX S PAXTON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,false,412,4,8,48,7,1192357,1847413,2008,02/28/2018 03:56:25 PM,41.736278731,-87.570849774,"(41.736278731, -87.570849774)"
6000424,HP106257,12/22/2007 08:00:00 AM,009XX N ST LOUIS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1121,11,27,23,26,1152870,1906133,2007,02/28/2018 03:56:25 PM,41.898283298,-87.71396651,"(41.898283298, -87.71396651)"
6000425,HP108839,01/06/2008 02:00:00 AM,062XX S VERNON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,true,true,313,3,20,42,08B,1180322,1863775,2008,02/28/2018 03:56:25 PM,41.78146195,-87.614440445,"(41.78146195, -87.614440445)"
6000426,HP106428,01/04/2008 05:40:00 PM,046XX W NORTH AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,2533,25,37,25,6,1145011,1910225,2008,02/28/2018 03:56:25 PM,41.909664252,-87.742728815,"(41.909664252, -87.742728815)"
6000427,HP109041,01/06/2008 12:00:00 AM,072XX S SOUTH SHORE DR,810,THEFT,OVER $500,STREET,false,false,334,3,7,43,6,1194878,1857803,2008,02/28/2018 03:56:25 PM,41.764728045,-87.561272312,"(41.764728045, -87.561272312)"
6000428,HP107349,01/05/2008 09:15:00 AM,107XX S GLENROY AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,false,false,2234,22,34,75,26,1168669,1833590,2008,02/28/2018 03:56:25 PM,41.698889434,-87.658031314,"(41.698889434, -87.658031314)"
6000430,HP105521,12/29/2007 12:01:00 AM,030XX S KENNETH AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1031,10,22,30,26,1147215,1883991,2007,02/28/2018 03:56:25 PM,41.837633105,-87.73530363,"(41.837633105, -87.73530363)"
6000431,HP107776,01/05/2008 02:00:00 PM,040XX N MAPLEWOOD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1912,19,47,5,11,1158671,1926802,2008,02/28/2018 03:56:25 PM,41.954883615,-87.692092095,"(41.954883615, -87.692092095)"
6000432,HP108742,01/06/2008 12:45:00 AM,026XX W 51ST ST,460,BATTERY,SIMPLE,BAR OR TAVERN,false,false,911,9,14,63,08B,1159817,1870757,2008,02/28/2018 03:56:25 PM,41.801067327,-87.68942493,"(41.801067327, -87.68942493)"
6000433,HP105629,01/04/2008 10:30:00 AM,004XX S HOMAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1134,11,28,27,14,1153788,1897703,2008,02/28/2018 03:56:25 PM,41.875132297,-87.710819365,"(41.875132297, -87.710819365)"
6000439,HP108229,01/05/2008 03:00:00 PM,008XX W CHICAGO AVE,820,THEFT,$500 AND UNDER,STREET,false,false,1323,12,27,24,6,1170516,1905569,2008,02/28/2018 03:56:25 PM,41.896367783,-87.649170846,"(41.896367783, -87.649170846)"
6000441,HP107067,01/05/2008 01:30:00 AM,024XX S HOMAN AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,false,false,1024,10,22,30,9,1154083,1887667,2008,02/28/2018 03:56:25 PM,41.847586512,-87.710003767,"(41.847586512, -87.710003767)"
6000442,HP108160,12/05/2007 05:15:00 PM,043XX W MADISON ST,560,ASSAULT,SIMPLE,OTHER,false,false,1115,11,28,26,08A,1147491,1899661,2007,02/28/2018 03:56:25 PM,41.880628274,-87.733889395,"(41.880628274, -87.733889395)"
6000443,HP107355,01/05/2008 09:25:00 AM,016XX N HARLEM AVE,860,THEFT,RETAIL THEFT,OTHER,true,false,2513,25,36,25,6,1127853,1909983,2008,02/28/2018 03:56:25 PM,41.909307068,-87.80576669,"(41.909307068, -87.80576669)"
6000444,HP108069,01/05/2008 04:54:48 PM,107XX S EWING AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,432,4,10,52,6,1202188,1834255,2008,02/28/2018 03:56:25 PM,41.699927519,-87.535280094,"(41.699927519, -87.535280094)"
6000445,HN772033,12/21/2007 08:13:26 PM,001XX W GARFIELD BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,true,false,233,2,3,40,18,1176591,1868406,2007,02/28/2018 03:56:25 PM,41.794254667,-87.627979762,"(41.794254667, -87.627979762)"
6000446,HP108604,01/05/2008 12:01:00 AM,022XX S WESTERN AVE,460,BATTERY,SIMPLE,SIDEWALK,false,false,1034,10,25,31,08B,1160711,1889253,2008,02/28/2018 03:56:25 PM,41.851804072,-87.68563492,"(41.851804072, -87.68563492)"
6000450,HP105866,01/03/2008 12:51:00 AM,033XX S KEDZIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,false,1032,10,22,30,26,1155572,1882206,2008,02/28/2018 03:56:25 PM,41.832571089,-87.704685773,"(41.832571089, -87.704685773)"
6000451,HP108688,01/05/2008 10:45:00 PM,005XX E 71ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,323,3,6,69,08B,1180994,1858060,2008,02/28/2018 03:56:25 PM,41.765763981,-87.612152463,"(41.765763981, -87.612152463)"
6000454,HN779895,12/27/2007 11:46:55 AM,047XX S COTTAGE GROVE AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,true,false,223,2,4,38,18,1182386,1873939,2007,02/28/2018 03:56:25 PM,41.809305232,-87.606558389,"(41.809305232, -87.606558389)"
6000455,HP108634,01/05/2008 09:30:00 PM,053XX S LOWE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,934,9,3,61,14,1172870,1869526,2008,02/28/2018 03:56:25 PM,41.797411035,-87.641591409,"(41.797411035, -87.641591409)"
6000458,HP108922,01/06/2008 03:55:00 AM,061XX S STONY ISLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,314,3,5,42,14,1187927,1864621,2008,02/28/2018 03:56:25 PM,41.783605585,-87.586532213,"(41.783605585, -87.586532213)"
6000459,HP105468,01/04/2008 08:12:00 AM,039XX W 28TH ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,false,false,1031,10,22,30,26,1150391,1885087,2008,02/28/2018 03:56:25 PM,41.840579401,-87.723620803,"(41.840579401, -87.723620803)"
6000460,HP109055,01/06/2008 05:00:00 AM,053XX S ROCKWELL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,911,9,14,63,14,1159951,1868944,2008,02/28/2018 03:56:25 PM,41.796089462,-87.688983343,"(41.796089462, -87.688983343)"
6000461,HP108939,01/06/2008 04:16:00 AM,071XX S CONSTANCE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,324,3,5,43,3,1189604,1858156,2008,02/28/2018 03:56:25 PM,41.765824982,-87.58059131,"(41.765824982, -87.58059131)"
6000463,HP108541,01/05/2008 10:09:00 PM,002XX N SACRAMENTO BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1331,12,2,27,08B,1156351,1901278,2008,02/28/2018 03:56:25 PM,41.884891055,-87.701312362,"(41.884891055, -87.701312362)"
6000464,HP107408,01/05/2008 02:00:00 AM,103XX S UNION AVE,460,BATTERY,SIMPLE,RESIDENCE,false,false,2232,22,34,49,08B,1173468,1836250,2008,02/28/2018 03:56:25 PM,41.706084273,-87.64038128,"(41.706084273, -87.64038128)"
6000465,HP108817,01/06/2008 02:02:53 AM,045XX S SACRAMENTO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,912,9,14,58,14,1157128,1874394,2008,02/28/2018 03:56:25 PM,41.811102593,-87.699188089,"(41.811102593, -87.699188089)"
6000466,HP108385,01/05/2008 08:00:00 PM,012XX S MILLARD AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1011,10,24,29,3,1152233,1894273,2008,02/28/2018 03:56:25 PM,41.865750802,-87.716619212,"(41.865750802, -87.716619212)"
6000467,HP108517,01/05/2008 09:25:00 PM,010XX N FRANCISCO AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1311,12,26,24,08B,1156865,1906735,2008,02/28/2018 03:56:25 PM,41.899855159,-87.699276785,"(41.899855159, -87.699276785)"
6000468,HP101467,01/01/2008 01:00:00 AM,013XX N SANDBURG TER,460,BATTERY,SIMPLE,APARTMENT,false,false,1821,18,42,8,08B,1175110,1909464,2008,02/28/2018 03:56:25 PM,41.906954091,-87.632181183,"(41.906954091, -87.632181183)"
6000469,HP107798,01/04/2008 07:30:00 PM,102XX S WALDEN PKWY,810,THEFT,OVER $500,OTHER,false,false,2213,22,19,72,6,1165650,1836746,2008,02/28/2018 03:56:25 PM,41.707614448,-87.668996367,"(41.707614448, -87.668996367)"
6000470,HP108289,01/05/2008 05:30:00 PM,047XX W CHICAGO AVE,031A,ROBBERY,ARMED: HANDGUN,OTHER,false,false,1111,11,28,25,3,1144505,1904887,2008,02/28/2018 03:56:25 PM,41.895025738,-87.744722215,"(41.895025738, -87.744722215)"
6000475,HP107573,01/05/2008 11:57:20 AM,006XX N WALLER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,1511,15,29,25,14,1138213,1903875,2008,02/28/2018 03:56:25 PM,41.892364809,-87.767855902,"(41.892364809, -87.767855902)"
6000476,HP107363,01/05/2008 10:05:48 AM,061XX S CARPENTER ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,712,7,16,68,26,1170367,1864032,2008,02/28/2018 03:56:25 PM,41.782389777,-87.650930154,"(41.782389777, -87.650930154)"
6000478,HP107377,01/05/2008 10:02:30 AM,068XX S PAULINA ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,725,7,17,67,5,1166191,1859328,2008,02/28/2018 03:56:25 PM,41.769571317,-87.666374317,"(41.769571317, -87.666374317)"
6000481,HP105626,11/06/2007 09:00:00 AM,001XX N LA SALLE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,false,false,113,1,42,32,11,1175114,1900975,2007,02/28/2018 03:56:25 PM,41.883659738,-87.632421239,"(41.883659738, -87.632421239)"
